metric,value
McF_app_base,0.12256169250344373
McF_app_full,0.23627960474132859
OOB_med_base,-0.044114818643350984
OOB_med_full,-0.13483745162251226
OOB_trimmean_base,-0.061203357363173734
OOB_trimmean_full,-0.1522923155918806
dot632_corr_base,0.006422180987741492
dot632_corr_full,-0.009297848909259623
delta_app,0.11371791223788486
delta_corr_dot632,-0.015720029897001116
