var,beta,se,est,CIlo,CIhi,p
LV_EF,-0.4743508323436717,0.11905245943539182,0.6222888951949699,0.49277940825285516,0.7858353303680938,6.765511346795705e-05
TricuspidRegurgitation_ord,0.2676353927104577,0.11854314502744712,1.306870558605532,1.0359209402824419,1.648688225651927,0.023964088112709225
TissueDopplerSVelocitySeptal,-0.2261222775109964,0.1295618724163647,0.7976205646451394,0.6187440709506847,1.0282095538585572,0.08093542606393456
TissueDopplerEERatioLateral,-0.10629067686211502,0.10891822154008977,0.8991632441353916,0.7263157865121973,1.113144660515381,0.3291259235558579
MitralInflowPeakEWave,0.09519052599239326,0.11277326310407636,1.0998683886809302,0.881751446224945,1.3719404460278877,0.3986203919380973
RVSystolicFunction_ord,0.07594339839524698,0.13391190666793987,1.0789015048724442,0.8298386964756131,1.4027165305254388,0.5706363190517092
TissueDopplerEERatioSeptal,0.04595236854017518,0.1099725902174463,1.0470245384619574,0.8440074914617828,1.2988751820707203,0.6760546523007895
EeRatio_avg,-0.0237227005198112,0.10849738902177906,0.9765564708169564,0.7894825224666293,1.207959028294739,0.8269245215179823
LeftVentricleSystolicFunction_ord,0.029580510731471853,0.32884289587311655,1.0300223599873253,0.5406670817880174,1.9622908399846513,0.9283243084382959
