phenotype,n,AgeAtFirstHFDate_mean,AgeAtFirstHFDate_std,LV_EF_mean,LV_EF_std,LeftVentricleEndDiastolicDiameter_mean,LeftVentricleEndDiastolicDiameter_std,LeftVentriclePosteriorWallThickness_mean,LeftVentriclePosteriorWallThickness_std,LeftVentricleEstimatedMass_mean,LeftVentricleEstimatedMass_std,MitralInflowPeakEWave_mean,MitralInflowPeakEWave_std,TissueDopplerEERatioSeptal_mean,TissueDopplerEERatioSeptal_std,EstimatedSysPAPressure_mean,EstimatedSysPAPressure_std,albumin-numeric result_mean,albumin-numeric result_std,creatinine-numeric result_mean,creatinine-numeric result_std,crp-numeric result_mean,crp-numeric result_std,hb-numeric result_mean,hb-numeric result_std,sex_male_pct,HD_binary_pct,AFIB_binary_pct,Diabetes mellitus_binary_pct,LACavity_dilated_pct,TR_moderate_or_severe_pct
0,65,70.8032614554465,10.060427437465416,56.13846153846154,9.736973546546887,4.542307703311625,0.5067906523085394,0.9746153849821816,0.14267617318194054,163.1775917640097,32.97252727949618,84.28790326272286,25.55701151153616,15.412542262319773,6.769855866990394,38.214878035754694,13.21746703847633,3.166153846153843,0.6101426377999969,5.7796923076923035,2.1621805900169706,75.5070769230769,113.38894285438336,9.344677419354829,1.776645132552568,63.07692307692307,78.46153846153847,30.76923076923077,63.07692307692307,0.0,77.96610169491525
1,537,70.84026113787333,11.664364699147328,45.41806331471136,16.10109125263982,5.325996280826445,0.7940982055336937,1.0339497225688585,0.17560940880607545,235.58987736479946,68.9844595920076,108.36246917473434,30.99589465433765,22.269930873598344,9.476223416459773,50.907597413826814,14.393931203744458,3.069459962756049,0.5342716191597217,5.124581005586587,2.073634207371641,64.1882122905027,69.32718474152962,10.022952182952173,1.887691164657347,70.7635009310987,79.3296089385475,49.162011173184354,63.87337057728119,100.0,66.53543307086615
