phenotype,n,deaths_1yr,pct_dead_1yr,n_events,pct_events,median_survival_days,median_survival_years,mean_followup_days,mean_hosp_total,median_hosp_total,pct_zero_hosp,hosp_per_year_mean,hosp_per_year_median
0,65,18,27.692307692307693,43,66.2,1043.0,2.855578370978782,1041.8153846153846,1.9076923076923078,1.0,36.92307692307693,2.1754342356392193,0.3501917545541706
1,537,213,39.66480446927375,430,80.1,633.0,1.73305954825462,872.5512104283054,1.8268156424581006,1.0,38.547486033519554,2.7663549705765123,0.39636462289744984
