outcome,model_tier,model_type,variable_or_term,effect_measure,estimate,ci_lower,ci_upper,p_value,n_complete,events_or_counts,note
survival,C_full,cox,AgeAtFirstHFDate,HR,1.0381265353752949,1.0271490692106486,1.0492213211841954,5.248341325911119e-12,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,albumin-numeric result,HR,0.6032240621254453,0.4846393571479567,0.7508248427624782,6.007329633009631e-06,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,creatinine-numeric result,HR,0.9188149425079297,0.8630357026550954,0.9781992749299223,0.008054795412478468,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,AFIB_binary,HR,1.3414709572141412,1.070644510451818,1.6808047035982154,0.010672391971942106,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,LV_EF,HR,0.9808389384331969,0.973532431059372,0.9882002822442072,3.94913950797859e-07,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,TissueDopplerEERatioSeptal,HR,1.0162756330351914,1.0037996932649647,1.028906632698537,0.0104150607517183,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,EstimatedSysPAPressure,HR,1.003000028809193,0.9945712223484823,1.0115002678397946,0.4866122082798674,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,m/f_m,HR,0.9448334902217024,0.7389154307278532,1.208135988397452,0.6509518597544774,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,tricuspid_regurgitation_clin_grouped_None_Trace_Mild,HR,0.957530635428964,0.7650626009921052,1.1984181642077896,0.7046546379652235,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,LACavitySize_Moderate_or_Severe,HR,1.1416974383986505,0.8970431571411498,1.4530772911753436,0.28149968045973817,408,335.0,consultation_only_not_final_stage5
survival,C_full,cox,LACavitySize_Normal,HR,1.257431573370392,0.8333637478870562,1.897291747712341,0.2750786446615736,408,335.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,C(Q('m/f'))[T.m],IRR,1.248678468606255,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,C(Q('AFIB_binary'))[T.1],IRR,1.1136876490357885,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,C(Q('tricuspid_regurgitation_clin_grouped'))[T.None_Trace_Mild],IRR,0.9824199115238941,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,C(Q('LACavitySize'))[T.Moderate_or_Severe],IRR,0.8099038119730664,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,C(Q('LACavitySize'))[T.Normal],IRR,1.261596027584795,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,Q('AgeAtFirstHFDate'),IRR,1.0214903771865036,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,Q('albumin-numeric result'),IRR,0.9309168156873452,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,Q('creatinine-numeric result'),IRR,0.94613093134227,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,Q('LV_EF'),IRR,0.9970166134582471,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,Q('TissueDopplerEERatioSeptal'),IRR,1.0353012229644587,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,negative_binomial,Q('EstimatedSysPAPressure'),IRR,1.002718628547399,,,,408,766.0,consultation_only_not_final_stage5
hospitalization,C_full,ZINB_count_part,C(Q('m/f'))[T.m],IRR,1.1471258906853579,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,C(Q('AFIB_binary'))[T.1],IRR,1.07104592937402,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,C(Q('tricuspid_regurgitation_clin_grouped'))[T.None_Trace_Mild],IRR,1.0634188603375698,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,C(Q('LACavitySize'))[T.Moderate_or_Severe],IRR,0.743951431382035,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,C(Q('LACavitySize'))[T.Normal],IRR,1.5062185170671978,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,Q('AgeAtFirstHFDate'),IRR,1.0257981493041721,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,Q('albumin-numeric result'),IRR,0.8372131969684322,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,Q('creatinine-numeric result'),IRR,0.9455815634089332,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,Q('LV_EF'),IRR,0.990485469808365,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,Q('TissueDopplerEERatioSeptal'),IRR,1.0286986478575533,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
hospitalization,C_full,ZINB_count_part,Q('EstimatedSysPAPressure'),IRR,1.0041343572263222,,,,408,766.0,consultation_only_not_final_stage5; ZINB count part only; inflation intercept not interpreted clinically
