outcome,model_name,tier,term,estimate_log,se_log,OR,ci_lower,ci_upper,p_value,sample_label,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),IRR,cohort_label
hospitalization,negative_binomial_no_albumin,C_minimal_no_albumin_sensitivity,AgeAtFirstHFDate,0.019395567222574104,0.006932700791790692,,1.0058243697378686,1.0335336519639253,0.005146903616131349,matched_to_C_minimal_with_albumin,,,,,,,,,,,,1.019584883219388,observed_ge_6m_sensitivity
hospitalization,negative_binomial_no_albumin,C_minimal_no_albumin_sensitivity,creatinine-numeric result,-0.04390660803813108,0.03709176792053118,,0.8899353377023953,1.0292117902334814,0.23652028402817193,matched_to_C_minimal_with_albumin,,,,,,,,,,,,0.9570433334539874,observed_ge_6m_sensitivity
hospitalization,negative_binomial_no_albumin,C_minimal_no_albumin_sensitivity,AFIB_binary,-0.07647307617718725,0.15403571146804493,,0.6849680592394728,1.2528699984544125,0.6195675809621819,matched_to_C_minimal_with_albumin,,,,,,,,,,,,0.9263778555863045,observed_ge_6m_sensitivity
hospitalization,negative_binomial_no_albumin,C_minimal_no_albumin_sensitivity,LV_EF,-0.0057415638202053315,0.0058048069685867265,,0.9830267117722001,1.0056517691622873,0.3226117527142758,matched_to_C_minimal_with_albumin,,,,,,,,,,,,0.994274887456934,observed_ge_6m_sensitivity
hospitalization,negative_binomial_no_albumin,C_minimal_no_albumin_sensitivity,TissueDopplerEERatioSeptal,0.030852752389996747,0.008313036886367675,,1.0146657014770124,1.0482753654605277,0.00020614085376369218,matched_to_C_minimal_with_albumin,,,,,,,,,,,,1.031333631293035,observed_ge_6m_sensitivity
hospitalization,negative_binomial_no_albumin,C_minimal_no_albumin_sensitivity,m/f_m,0.10320421776901699,0.17315074994303226,,0.7896454338989906,1.5567178890729165,0.551150647338682,matched_to_C_minimal_with_albumin,,,,,,,,,,,,1.108717805834877,observed_ge_6m_sensitivity
hospitalization,negative_binomial_with_albumin_reference,C_minimal_primary_reference,const,-1.041738281966158,0.7147200596936668,,0.08693543181040263,1.4320586652224503,0.14496536907339652,matched_to_C_minimal_with_albumin,,,,,,,,,,,,0.35284081175360443,observed_ge_6m_sensitivity
hospitalization,negative_binomial_with_albumin_reference,C_minimal_primary_reference,AgeAtFirstHFDate,0.020155502699005474,0.006971871331410809,,1.0065117447074006,1.0343987815117148,0.003840491998563955,matched_to_C_minimal_with_albumin,,,,,,,,,,,,1.0203599964240884,observed_ge_6m_sensitivity
hospitalization,negative_binomial_with_albumin_reference,C_minimal_primary_reference,albumin-numeric result,-0.1552886587438475,0.15012741949140312,,0.6379225481140732,1.1490793809389623,0.30095899075451604,matched_to_C_minimal_with_albumin,,,,,,,,,,,,0.8561680014307499,observed_ge_6m_sensitivity
hospitalization,negative_binomial_with_albumin_reference,C_minimal_primary_reference,creatinine-numeric result,-0.03943080069666398,0.03743584297511375,,0.8933247941950739,1.034526104210368,0.2922080804755216,matched_to_C_minimal_with_albumin,,,,,,,,,,,,0.9613364755033268,observed_ge_6m_sensitivity
hospitalization,negative_binomial_with_albumin_reference,C_minimal_primary_reference,AFIB_binary,-0.08211023969254491,0.1538592814207329,,0.681353218370544,1.2453964984829635,0.593569162504429,matched_to_C_minimal_with_albumin,,,,,,,,,,,,0.9211704035566782,observed_ge_6m_sensitivity
hospitalization,negative_binomial_with_albumin_reference,C_minimal_primary_reference,LV_EF,-0.005778382629000756,0.005796761421640393,,0.983006019733054,1.0055988852563273,0.3188472899759085,matched_to_C_minimal_with_albumin,,,,,,,,,,,,0.9942382801138862,observed_ge_6m_sensitivity
hospitalization,negative_binomial_with_albumin_reference,C_minimal_primary_reference,TissueDopplerEERatioSeptal,0.030707473418747546,0.008293981066441847,,1.0145561949596504,1.0480839381110831,0.00021358600573417874,matched_to_C_minimal_with_albumin,,,,,,,,,,,,1.0311838110871923,observed_ge_6m_sensitivity
hospitalization,negative_binomial_with_albumin_reference,C_minimal_primary_reference,m/f_m,0.11788046507258218,0.17327683337706032,,0.8011219243358488,1.5801235789279178,0.49631366478973593,matched_to_C_minimal_with_albumin,,,,,,,,,,,,1.1251096134329233,observed_ge_6m_sensitivity
