outcome,model_name,tier,term,estimate_log,se_log,IRR,ci_lower,ci_upper,p_value,cohort_label
hospitalization,poisson_robust,C_full_exploratory,LACavitySize_Moderately dilated,-0.16218327087972026,0.18923342345364508,0.8502853577140552,0.5867943971808051,1.232092864240744,0.3914150173205784,full_cohort_primary
hospitalization,poisson_robust,C_full_exploratory,LACavitySize_Normal,0.294743110841294,0.24302140743477746,1.3427813683999874,0.8339524874497962,2.1620677801871615,0.2251956770379553,full_cohort_primary
hospitalization,poisson_robust,C_full_exploratory,LACavitySize_Severely dilated,-0.4461140741814332,0.28619377033550114,0.6401107477870538,0.3652936004171874,1.121677929655902,0.11904767446549491,full_cohort_primary
hospitalization,poisson_robust,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Mild-to-mod,0.04672226824237216,0.22257403781820156,1.047830952731532,0.6773800120615024,1.6208770349760218,0.8337317736446288,full_cohort_primary
hospitalization,poisson_robust,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Moderate-to-Severe,0.28195048590225946,0.20693688932080456,1.3257130768748113,0.883692774272382,1.9888305227390688,0.1730417074857642,full_cohort_primary
hospitalization,poisson_robust,C_full_exploratory,tricuspid_regurgitation_clin_grouped_Trivial,-0.16270583541180625,0.19636730487744802,0.8498411448190222,0.5783443925012313,1.2487887507714857,0.4073426453753317,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,const,201.85619642141643,,4.624153517334019e+87,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,AgeAtFirstHFDate,6.031085968164122,,416.16672788995,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,albumin-numeric result,888.3214742234659,,inf,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,creatinine-numeric result,-391.9603304592245,,5.940067178113408e-171,,,,full_cohort_primary
hospitalization,zinb_intercept_inflation,C_full_exploratory,AFIB_binary,-1332.9959923480214,,0.0,,,,full_cohort_primary
