ll_reduced,ll_full,lr_stat,df_diff,lr_p_value,outcome,model_family,comparison,matched_tier,n_matched,events,aic_model_b_matched,aic_c_minimal_matched,delta_aic_full_minus_reduced,harrell_c_model_b_matched,harrell_c_c_minimal_matched
-2145.245077167087,-2139.7365151540744,11.017124026025158,1,0.0009027402400457967,survival,cox_regular,C_minimal_vs_Model_B,C_minimal,518,405,4302.490154334174,4293.473030308149,-9.017124026025158,0.690173049940238,0.6893848845467616
