outcome,model_name,tier,term,estimate_log,se_log,IRR,ci_lower,ci_upper,p_value
hospitalization,zinb_intercept_inflation,C_minimal,albumin-numeric result,-0.1550174404403383,0.14437578845907906,0.8564002413560525,0.6453296639742961,1.1365065242435803,0.2829535704472512
hospitalization,zinb_intercept_inflation,C_minimal,creatinine-numeric result,-0.03944130316305296,0.035491593392107224,0.9613263791523228,0.8967260896979511,1.0305804836852703,0.2664453568267957
hospitalization,zinb_intercept_inflation,C_minimal,AFIB_binary,0.03961844376878626,0.15166898444136312,1.0404137221096459,0.7728635502254243,1.4005845052963384,0.7939255418906905
hospitalization,zinb_intercept_inflation,C_minimal,LV_EF,-0.010891441450030698,0.005502102790487025,0.989167655553293,0.9785576639472777,0.999892685777907,0.04775914729389519
hospitalization,zinb_intercept_inflation,C_minimal,TissueDopplerEERatioSeptal,0.02654560922990053,0.0077966360795563286,1.0269010823611682,1.0113278825199936,1.0427140902383762,0.0006622426129354597
hospitalization,zinb_intercept_inflation,C_minimal,m/f_m,-0.055954399352191306,0.16817474803663532,0.9455822540706224,0.6800581936993683,1.3147783638182926,0.7393488059554414
hospitalization,negative_binomial,C_lite_supportive,const,-2.006662495772747,,0.13443660951334174,,,
hospitalization,negative_binomial,C_lite_supportive,AgeAtFirstHFDate,0.021226802290588292,,1.021453693405488,,,
hospitalization,negative_binomial,C_lite_supportive,albumin-numeric result,-0.062134496389621915,,0.9397564844366688,,,
hospitalization,negative_binomial,C_lite_supportive,creatinine-numeric result,-0.0580726580970739,,0.9435813861181115,,,
hospitalization,negative_binomial,C_lite_supportive,AFIB_binary,0.1135300548340348,,1.1202255565796242,,,
hospitalization,negative_binomial,C_lite_supportive,LV_EF,-0.00428562384889696,,0.9957235463323306,,,
hospitalization,negative_binomial,C_lite_supportive,TissueDopplerEERatioSeptal,0.03339837001393186,,1.0339623568064606,,,
hospitalization,negative_binomial,C_lite_supportive,EstimatedSysPAPressure,0.003001982874249013,,1.0030064933371525,,,
hospitalization,negative_binomial,C_lite_supportive,m/f_m,0.22740275189939324,,1.255335354839079,,,
hospitalization,negative_binomial,C_lite_supportive,LACavitySize_Moderately dilated,-0.17588357598733978,,0.8387156242915487,,,
hospitalization,negative_binomial,C_lite_supportive,LACavitySize_Normal,0.22904006275093816,,1.2573924125998377,,,
hospitalization,negative_binomial,C_lite_supportive,LACavitySize_Severely dilated,-0.3924649093043948,,0.6753900458432798,,,
hospitalization,poisson_robust,C_lite_supportive,const,-2.0066624957726598,0.8687269285311996,0.13443660951335346,0.024493015696281907,0.7378920669286724,0.020894318096825737
hospitalization,poisson_robust,C_lite_supportive,AgeAtFirstHFDate,0.02122680229058856,0.007311595610560626,1.0214536934054885,1.0069199075708386,1.0361972585176153,0.003694064962739718
hospitalization,poisson_robust,C_lite_supportive,albumin-numeric result,-0.06213449638963291,0.14219199319773643,0.9397564844366585,0.7111792273783626,1.2417998389749043,0.6621287128356825
hospitalization,poisson_robust,C_lite_supportive,creatinine-numeric result,-0.05807265809707468,0.04316414626688538,0.9435813861181108,0.8670363431660763,1.0268840968965407,0.17849896882890803
hospitalization,poisson_robust,C_lite_supportive,AFIB_binary,0.11353005483402842,0.1499230764272977,1.1202255565796169,0.8350036566131249,1.5028740145931327,0.44889688292214425
hospitalization,poisson_robust,C_lite_supportive,LV_EF,-0.004285623848897579,0.005433151207883392,0.99572354633233,0.9851763678175574,1.006383641659012,0.43023383979607965
hospitalization,poisson_robust,C_lite_supportive,TissueDopplerEERatioSeptal,0.03339837001393128,0.008666804478007996,1.03396235680646,1.0165468405359368,1.0516762363150305,0.00011639521438167044
hospitalization,poisson_robust,C_lite_supportive,EstimatedSysPAPressure,0.003001982874248787,0.005676992659456746,1.0030064933371523,0.9919079952341409,1.0142291729779014,0.5969455229911607
hospitalization,poisson_robust,C_lite_supportive,m/f_m,0.2274027518993894,0.16815433443218591,1.2553353548390742,0.9028672524840211,1.7454026035093504,0.17626482586306902
hospitalization,poisson_robust,C_lite_supportive,LACavitySize_Moderately dilated,-0.17588357598733187,0.19163552318539043,0.8387156242915553,0.576091255336797,1.22106331577542,0.3587222357066888
hospitalization,poisson_robust,C_lite_supportive,LACavitySize_Normal,0.22904006275093497,0.2440794524340163,1.2573924125998337,0.7793027541390378,2.028782358161091,0.3480475056340291
hospitalization,poisson_robust,C_lite_supportive,LACavitySize_Severely dilated,-0.3924649093043788,0.25939149249529353,0.6753900458432907,0.40621519023079117,1.1229312073855229,0.13027419354430458
hospitalization,zinb_intercept_inflation,C_lite_supportive,inflate_const,-458.2311254153331,,9.834466285112311e-200,,,
hospitalization,zinb_intercept_inflation,C_lite_supportive,const,-0.9852602317749595,,0.3733420588274588,,,
hospitalization,zinb_intercept_inflation,C_lite_supportive,AgeAtFirstHFDate,0.02628938985798641,,1.0266380041151384,,,
hospitalization,zinb_intercept_inflation,C_lite_supportive,albumin-numeric result,-0.1657322091336158,,0.8472730958086998,,,
hospitalization,zinb_intercept_inflation,C_lite_supportive,creatinine-numeric result,-0.05704097919225318,,0.9445553614576684,,,
hospitalization,zinb_intercept_inflation,C_lite_supportive,AFIB_binary,0.055637115007514705,,1.057213967035823,,,
hospitalization,zinb_intercept_inflation,C_lite_supportive,LV_EF,-0.011695657461633998,,0.9883724708795184,,,
