outcome_family,variable,predictor_role,term,contrast,variable_type,coding,reference_level,n_model,events_or_total_count,effect_measure,estimate,ci95_low,ci95_high,p_value,raw_beta,raw_beta_ci95_low,raw_beta_ci95_high,n_input_rows,n_available_predictor,n_missing_predictor,missing_predictor_pct,missing_handling,nb_alpha_screening_fixed,q_value_bh_within_outcome,abs_log_effect
one_year_mortality_logistic,hb-numeric result,main_candidate,hb-numeric result__z,per 1 SD increase,continuous,continuous_per_1SD,,551,207,OR,0.86288749946826,0.7238964709348131,1.0285653634656764,0.09983292526017874,-0.1474709562244939,-0.32310689276770654,0.028164980318718752,617,551,66,0.10696920583468396,variable_level_complete_case_for_predictor,,0.22739721864818493,0.1474709562244939
one_year_mortality_logistic,LACavitySize,main_candidate,LACavitySize__level__Normal,Normal vs Mildly dilated,categorical,categorical_dummy_vs_reference_complete_case,Mildly dilated,578,229,OR,0.6244377811111279,0.34207397290292024,1.1398778432922398,0.12512983610837403,-0.47090358430603174,-1.0727282702701526,0.130921101658089,617,578,39,0.06320907617504051,variable_level_complete_case_for_predictor,,0.27001701476017553,0.47090358430603174
one_year_mortality_logistic,ECHO_SPAP,main_candidate,ECHO_SPAP__level__Normal,Normal vs Severely increased,categorical,categorical_dummy_vs_reference_complete_case,Severely increased,501,212,OR,0.667002012072437,0.39111397771224515,1.1374988097101457,0.13703479197517893,-0.40496221647070796,-0.9387562583751738,0.12883182543375793,617,501,116,0.1880064829821718,variable_level_complete_case_for_predictor,,0.2809213235491168,0.40496221647070796
one_year_mortality_logistic,mitral_regurgitation_clin_grouped,main_candidate,mitral_regurgitation_clin_grouped__level__Moderate-to-Severe,Moderate-to-Severe vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),571,221,OR,1.3812789620018455,0.8789313092581059,2.1707402509979477,0.16137694092077615,0.32300985402923815,-0.12904853081459744,0.7750682388730737,617,571,46,0.07455429497568881,variable_level_complete_case_for_predictor,,0.3073597118039213,0.32300985402923815
one_year_mortality_logistic,CABG_binary,main_candidate,CABG_binary__level__1,1 vs 0,categorical,categorical_dummy_vs_reference_complete_case,0,617,239,OR,1.3231740167782562,0.8911906428122569,1.9645510113888571,0.16492472340698217,0.2800334084396032,-0.11519690940165173,0.6752637262808582,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.3073597118039213,0.2800334084396032
one_year_mortality_logistic,days_echo_to_dialysis,main_candidate,days_echo_to_dialysis__z,per 1 SD increase,continuous,continuous_per_1SD,,617,239,OR,0.8992664460036704,0.7651648274506294,1.056870509328594,0.19752126540732384,-0.10617590799574453,-0.26766400764415155,0.05531219165266252,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.35210312529131643,0.10617590799574453
one_year_mortality_logistic,HD/PD,main_candidate,HD/PD__level__PD,PD vs HD,categorical,categorical_dummy_vs_reference_complete_case,HD,617,239,OR,0.8019771393266,0.533398426270995,1.2057915815366755,0.2888822217425817,-0.22067517610218507,-0.6284866176116632,0.18713626540729317,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.4935071288102438,0.22067517610218507
one_year_mortality_logistic,mitral_regurgitation_clin_grouped,main_candidate,mitral_regurgitation_clin_grouped__level__Trivial,Trivial vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),571,221,OR,0.8033031000408687,0.5098821616984258,1.2655784395080203,0.3449673088034195,-0.219023176677651,-0.6735756354544812,0.2355292820991792,617,571,46,0.07455429497568881,variable_level_complete_case_for_predictor,,0.565746386437608,0.219023176677651
one_year_mortality_logistic,TissueDopplerEVelositySeptal,main_candidate,TissueDopplerEVelositySeptal__z,per 1 SD increase,continuous,continuous_per_1SD,,509,191,OR,0.9230826230642325,0.768617475208144,1.1085898466885593,0.3916552317762554,-0.08003653270634967,-0.2631618646954147,0.10308879928271536,617,509,108,0.17504051863857376,variable_level_complete_case_for_predictor,,0.6176101731856336,0.08003653270634967
one_year_mortality_logistic,Diabetes mellitus_binary,main_candidate,Diabetes mellitus_binary__level__0,0 vs 1,categorical,categorical_dummy_vs_reference_complete_case,1,617,239,OR,1.1465753424657465,0.8206104432541073,1.6020208209114377,0.4228557589342582,0.13677953634703244,-0.1977067726912637,0.47126584538532856,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.6421143006038735,0.13677953634703244
one_year_mortality_logistic,tricuspid_regurgitation_clin_grouped,main_candidate,tricuspid_regurgitation_clin_grouped__level__Mild-to-mod,Mild-to-mod vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),573,228,OR,0.8173611111111139,0.4854407825968882,1.3762320964935697,0.4480622793484311,-0.2016742853097662,-0.7226979706839971,0.3193494000644648,617,573,44,0.0713128038897893,variable_level_complete_case_for_predictor,,0.6560911947602027,0.2016742853097662
one_year_mortality_logistic,COPD_binary,main_candidate,COPD_binary__level__1,1 vs 0,categorical,categorical_dummy_vs_reference_complete_case,0,617,239,OR,0.8539598332702085,0.5478677648844213,1.331064617376649,0.48572085599999204,-0.15787111994112563,-0.6017213261082821,0.2859790862260308,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.6731271189583196,0.15787111994112563
one_year_mortality_logistic,MI_binary,main_candidate,MI_binary__level__1,1 vs 0,categorical,categorical_dummy_vs_reference_complete_case,0,617,239,OR,0.8833910034602201,0.6199712107427671,1.2587353274993327,0.49253203826218506,-0.12398736386497987,-0.4780822363069643,0.23010750857700452,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.6731271189583196,0.12398736386497987
one_year_mortality_logistic,mitral_regurgitation_clin_grouped,main_candidate,mitral_regurgitation_clin_grouped__level__Mild-to-mod,Mild-to-mod vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),571,221,OR,1.1753219775654273,0.724524056394763,1.9066057762416788,0.5128148194728024,0.16154213351848948,-0.3222403136390867,0.6453245806760657,617,571,46,0.07455429497568881,variable_level_complete_case_for_predictor,,0.6782389547866097,0.16154213351848948
one_year_mortality_logistic,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__before_91_180d,before_91_180d vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,617,239,OR,1.1568627450980393,0.7003208913629712,1.9110259703820884,0.5693661216109294,0.14571181118139376,-0.35621663274653736,0.6476402551093249,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.7295003433140033,0.14571181118139376
one_year_mortality_logistic,ECHO_SPAP,main_candidate,ECHO_SPAP__level__Moderately_increased,Moderately increased vs Severely increased,categorical,categorical_dummy_vs_reference_complete_case,Severely increased,501,212,OR,0.9029519583252938,0.5648872238606351,1.4433363060882993,0.6696848351018219,-0.10208592927801455,-0.5711291715456698,0.36695731298964074,617,501,116,0.1880064829821718,variable_level_complete_case_for_predictor,,0.8320326739143847,0.10208592927801455
one_year_mortality_logistic,IHD_binary,main_candidate,IHD_binary__level__0,0 vs 1,categorical,categorical_dummy_vs_reference_complete_case,1,617,239,OR,0.9491850431447791,0.6800030856431315,1.3249237615997818,0.7592345625324494,-0.052151511872132135,-0.3856579431117926,0.2813549193675283,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.9002119142442218,0.052151511872132135
one_year_mortality_logistic,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__before_gt_365d,before_gt_365d vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,617,239,OR,1.4749999999999974,0.09093174366691933,23.925913132923643,0.7845512374096012,0.3886579897917814,-2.3976461235025215,3.174962103086084,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.9002119142442218,0.3886579897917814
one_year_mortality_logistic,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__same_day,same_day vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,617,239,OR,0.842857142857159,0.23887909394492862,2.9739235507528807,0.7904299734827314,-0.17095779814362047,-1.4317977381282532,1.089882141841012,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.9002119142442218,0.17095779814362047
one_year_mortality_logistic,LeftVentricleEstimatedMassIndex,main_candidate,LeftVentricleEstimatedMassIndex__z,per 1 SD increase,continuous,continuous_per_1SD,,556,209,OR,1.020347336677077,0.8596411576964602,1.2110968374918367,0.8178125956133042,0.020143095484304888,-0.15124023530361969,0.19152642627222943,617,556,61,0.09886547811993517,variable_level_complete_case_for_predictor,,0.9062247681120399,0.020143095484304888
one_year_mortality_logistic,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__before_31_90d,before_31_90d vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,617,239,OR,0.9560185185185196,0.573316996057358,1.5941816029101392,0.8631223130893131,-0.04497799528307643,-0.5563164934975395,0.46636050293138664,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.9176767622529292,0.04497799528307643
one_year_mortality_logistic,TissueDopplerEERatioLateral,main_candidate,TissueDopplerEERatioLateral__z,per 1 SD increase,continuous,continuous_per_1SD,,501,185,OR,1.0148990830600306,0.8466909796962915,1.2165242969348273,0.8729120421430302,0.01478918199408233,-0.16641949187324379,0.19599785586140844,617,501,116,0.1880064829821718,variable_level_complete_case_for_predictor,,0.9176767622529292,0.01478918199408233
one_year_mortality_logistic,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__before_0_30d,before_0_30d vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,617,239,OR,1.0243055555555556,0.6472216036426661,1.6210859854443982,0.9183382916741774,0.02401487620387385,-0.4350665336301487,0.48309628603789634,617,617,0,0.0,variable_level_complete_case_for_predictor,,0.9412967489660318,0.02401487620387385
one_year_mortality_logistic,m/f,main_candidate,m/f__level__f,f vs m,categorical,categorical_dummy_vs_reference_complete_case,m,616,239,OR,1.009090909090909,0.7105593339937992,1.433046353900691,0.959668646633253,0.009049835519917827,-0.3417028247364097,0.3598024957762454,617,616,1,0.0016207455429497568,variable_level_complete_case_for_predictor,,0.959668646633253,0.009049835519917827
survival_cox,AgeAtFirstHFDate,main_candidate,AgeAtFirstHFDate__z,per 1 SD increase,continuous,continuous_per_1SD,,644,505,HR,1.4943408488271803,1.3581527490912357,1.6441851433630823,1.7407938819136154e-16,0.4016852058214641,0.3061255037323811,0.4972449079105471,644,644,0,0.0,variable_level_complete_case_for_predictor,,7.137254915845823e-15,0.4016852058214641
survival_cox,TissueDopplerEERatioSeptal,main_candidate,TissueDopplerEERatioSeptal__z,per 1 SD increase,continuous,continuous_per_1SD,,522,408,HR,1.2976645712246762,1.1826415942786404,1.4238746104975686,3.748435916770633e-08,0.26056616518213366,0.16775057567736656,0.35338175468690075,644,522,122,0.18944099378881987,variable_level_complete_case_for_predictor,,7.684293629379797e-07,0.26056616518213366
survival_cox,creatinine-numeric result,main_candidate,creatinine-numeric result__z,per 1 SD increase,continuous,continuous_per_1SD,,643,505,HR,0.789340559572123,0.7191974570961452,0.8663246968382137,6.289703401924447e-07,-0.23655741682492437,-0.32961933157048606,-0.14349550207936268,644,643,1,0.0015527950310559005,variable_level_complete_case_for_predictor,,8.595927982630078e-06,0.23655741682492437
survival_cox,LV_EF,main_candidate,LV_EF__z,per 1 SD increase,continuous,continuous_per_1SD,,640,501,HR,0.8118305173901607,0.7453743503945243,0.8842117905145687,1.7180367842202594e-06,-0.2084636830319266,-0.2938687030542234,-0.12305866300962982,644,640,4,0.006211180124223602,variable_level_complete_case_for_predictor,,1.760987703825766e-05,0.2084636830319266
survival_cox,tricuspid_regurgitation_clin_grouped,main_candidate,tricuspid_regurgitation_clin_grouped__level__Moderate-to-Severe,Moderate-to-Severe vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),599,473,HR,1.7425004590484034,1.3766980777181697,2.2055001738772484,3.8543859166240075e-06,0.5553211270949195,0.31968793478896695,0.7909543194008721,644,599,45,0.06987577639751552,variable_level_complete_case_for_predictor,,3.160596451631686e-05,0.5553211270949195
survival_cox,AFIB_binary,main_candidate,AFIB_binary__level__1,1 vs 0,categorical,categorical_dummy_vs_reference_complete_case,0,644,505,HR,1.4264356592234877,1.1970622491583742,1.6997601347255815,7.159190219119331e-05,0.3551787867099263,0.17987042953307766,0.530487143886775,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.000489211331639821,0.3551787867099263
survival_cox,albumin-numeric result,main_candidate,albumin-numeric result__z,per 1 SD increase,continuous,continuous_per_1SD,,643,505,HR,0.8466426282093686,0.7776355562534354,0.9217733604604588,0.00012416713309959908,-0.16647659991941996,-0.25149730124673075,-0.08145589859210917,644,643,1,0.0015527950310559005,variable_level_complete_case_for_predictor,,0.0007272646367262232,0.16647659991941996
survival_cox,EstimatedSysPAPressure,main_candidate,EstimatedSysPAPressure__z,per 1 SD increase,continuous,continuous_per_1SD,,536,434,HR,1.199171467205739,1.0894182483576034,1.3199817516626862,0.00020830169066785354,0.18163087433251038,0.0856438366602655,0.2776179120047553,644,536,108,0.16770186335403728,variable_level_complete_case_for_predictor,,0.0010675461646727493,0.18163087433251038
survival_cox,tricuspid_regurgitation_clin_grouped,main_candidate,tricuspid_regurgitation_clin_grouped__level__Trivial,Trivial vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),599,473,HR,0.642499239890077,0.5049838998581251,0.817462246569255,0.00031797812916520036,-0.44238964526392593,-0.6832287316840614,-0.20155055884379047,644,599,45,0.06987577639751552,variable_level_complete_case_for_predictor,,0.0014485670328636905,0.44238964526392593
survival_cox,LACavitySize,main_candidate,LACavitySize__level__Severely_dilated,Severely dilated vs Mildly dilated,categorical,categorical_dummy_vs_reference_complete_case,Mildly dilated,601,478,HR,1.8967228802702358,1.3340376817275832,2.696743678095937,0.00036369264731525683,0.640127597134745,0.2882101942665894,0.9920450000029006,644,601,43,0.06677018633540373,variable_level_complete_case_for_predictor,,0.0014911398539925532,0.640127597134745
survival_cox,TissueDopplerEVelositySeptal,main_candidate,TissueDopplerEVelositySeptal__z,per 1 SD increase,continuous,continuous_per_1SD,,530,414,HR,0.8123955673574529,0.7201809872505047,0.9164176360469106,0.0007253199892281929,-0.20776790552238694,-0.32825272737922145,-0.08728308366555242,644,530,114,0.17701863354037267,variable_level_complete_case_for_predictor,,0.002703465414395992,0.20776790552238694
survival_cox,TissueDopplerEERatioLateral,main_candidate,TissueDopplerEERatioLateral__z,per 1 SD increase,continuous,continuous_per_1SD,,522,408,HR,1.1741612635057401,1.0673582116547775,1.2916513478450693,0.0009680175182287464,0.1605540744135536,0.06518663449308346,0.25592151433402377,644,522,122,0.18944099378881987,variable_level_complete_case_for_predictor,,0.00330739318728155,0.1605540744135536
survival_cox,MitralInflowPeakEWave,main_candidate,MitralInflowPeakEWave__z,per 1 SD increase,continuous,continuous_per_1SD,,581,456,HR,1.1604615113605121,1.0589346861731281,1.2717223610984378,0.0014433521587780282,0.1488177806162403,0.057263389715520724,0.24037217151695986,644,581,63,0.09782608695652174,variable_level_complete_case_for_predictor,,0.0045521106546076275,0.1488177806162403
survival_cox,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__after_dialysis,after_dialysis vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,644,505,HR,0.6473307049476872,0.4927046493882424,0.8504832298383205,0.0017908535808729357,-0.4348979791352004,-0.7078453729266272,-0.16195058534377355,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.005244642629699312,0.4348979791352004
survival_cox,ECHO_SPAP,main_candidate,ECHO_SPAP__level__Normal,Normal vs Severely increased,categorical,categorical_dummy_vs_reference_complete_case,Severely increased,525,425,HR,0.6341044384643224,0.4741167074535519,0.8480790331978448,0.0021353812358228465,-0.455541608672321,-0.7463017693373624,-0.16478144800727967,644,525,119,0.18478260869565216,variable_level_complete_case_for_predictor,,0.005836708711249114,0.455541608672321
survival_cox,IHD_binary,main_candidate,IHD_binary__level__0,0 vs 1,categorical,categorical_dummy_vs_reference_complete_case,1,644,505,HR,0.7568872692693425,0.6295777226865442,0.9099406121573145,0.0030331940094215086,-0.2785409543759879,-0.4627059657855306,-0.09437594296644522,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.007772559649142616,0.2785409543759879
survival_cox,ECHO_SPAP,main_candidate,ECHO_SPAP__level__Mildly_increased,Mildly increased vs Severely increased,categorical,categorical_dummy_vs_reference_complete_case,Severely increased,525,425,HR,0.7284550652882869,0.5644077814507373,0.9401833206129852,0.014942443876890518,-0.3168293363909164,-0.5719782719781488,-0.06168040080368409,644,525,119,0.18478260869565216,variable_level_complete_case_for_predictor,,0.03603765876191242,0.3168293363909164
survival_cox,mitral_regurgitation_clin_grouped,main_candidate,mitral_regurgitation_clin_grouped__level__Moderate-to-Severe,Moderate-to-Severe vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),596,471,HR,1.307648678867097,1.0237456846056516,1.670283052769631,0.03172266607332979,0.2682306228188359,0.023468140894843087,0.5129931047428288,644,596,48,0.07453416149068323,variable_level_complete_case_for_predictor,,0.0709340056188412,0.2682306228188359
survival_cox,COPD_binary,main_candidate,COPD_binary__level__1,1 vs 0,categorical,categorical_dummy_vs_reference_complete_case,0,644,505,HR,1.2857433110878402,1.0206698200212418,1.6196578262426904,0.03287185626238982,0.2513370033166304,0.020459098067418885,0.4822149085658419,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.0709340056188412,0.2513370033166304
survival_cox,HTN_binary,main_candidate,HTN_binary__level__0,0 vs 1,categorical,categorical_dummy_vs_reference_complete_case,1,644,505,HR,1.2783610036782411,1.0141046223488632,1.611477573132543,0.037662655031666215,0.24557879155823437,0.014006077705361664,0.47715150541110707,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.07720844281491575,0.24557879155823437
survival_cox,days_echo_to_dialysis,main_candidate,days_echo_to_dialysis__z,per 1 SD increase,continuous,continuous_per_1SD,,644,505,HR,0.9146311704184272,0.8389987244751822,0.9970815848668522,0.04273075648892807,-0.08923438740908873,-0.17554609280788364,-0.002922682010293831,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.08342671504981196,0.08923438740908873
survival_cox,CABG_binary,main_candidate,CABG_binary__level__1,1 vs 0,categorical,categorical_dummy_vs_reference_complete_case,0,644,505,HR,1.1861979104884364,0.959350431484132,1.4666856204675671,0.11485124408090955,0.17075315890385484,-0.041498857410962736,0.3830051752186724,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.20492764690952567,0.17075315890385484
survival_cox,ECHO_SPAP,main_candidate,ECHO_SPAP__level__Moderately_increased,Moderately increased vs Severely increased,categorical,categorical_dummy_vs_reference_complete_case,Severely increased,525,425,HR,0.8180067161807751,0.6358497876706225,1.0523475838030394,0.11805788760223221,-0.20088473192315076,-0.4527929264454166,0.051023462599115055,644,525,119,0.18478260869565216,variable_level_complete_case_for_predictor,,0.20492764690952567,0.20088473192315076
survival_cox,LACavitySize,main_candidate,LACavitySize__level__Moderately_dilated,Moderately dilated vs Mildly dilated,categorical,categorical_dummy_vs_reference_complete_case,Mildly dilated,601,478,HR,1.1788264677386633,0.9580533795516576,1.450474337548418,0.11995764697142966,0.16451942475002,-0.04285178278104218,0.37189063228108216,644,601,43,0.06677018633540373,variable_level_complete_case_for_predictor,,0.20492764690952567,0.16451942475002
survival_cox,LACavitySize,main_candidate,LACavitySize__level__Normal,Normal vs Mildly dilated,categorical,categorical_dummy_vs_reference_complete_case,Mildly dilated,601,478,HR,0.7903459853415736,0.575878047583442,1.0846858621660422,0.1452040505141693,-0.2352844732672893,-0.5518593636481259,0.08129041711354734,644,601,43,0.06677018633540373,variable_level_complete_case_for_predictor,,0.22953450287578864,0.2352844732672893
survival_cox,HD/PD,main_candidate,HD/PD__level__PD,PD vs HD,categorical,categorical_dummy_vs_reference_complete_case,HD,644,505,HR,1.172470225467247,0.9463319880791347,1.452647112138264,0.14555846523830498,0.15911282695807777,-0.055161832721997095,0.37338748663815263,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.22953450287578864,0.15911282695807777
survival_cox,mitral_regurgitation_clin_grouped,main_candidate,mitral_regurgitation_clin_grouped__level__Trivial,Trivial vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),596,471,HR,0.8406956741521152,0.6585463567526002,1.0732262190672104,0.16369355626626647,-0.1735255463850922,-0.4177203627783349,0.07066927000815051,644,596,48,0.07453416149068323,variable_level_complete_case_for_predictor,,0.2485716965524787,0.1735255463850922
survival_cox,crp-numeric result,main_candidate,crp-numeric result__z,per 1 SD increase,continuous,continuous_per_1SD,,619,485,HR,1.0575462187863625,0.9697719914102799,1.1532649063651614,0.2056402338981903,0.05595133669137342,-0.030694295517508116,0.14259696890025497,644,619,25,0.03881987577639751,variable_level_complete_case_for_predictor,,0.30111605677949294,0.05595133669137342
survival_cox,mitral_regurgitation_clin_grouped,main_candidate,mitral_regurgitation_clin_grouped__level__Mild-to-mod,Mild-to-mod vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),596,471,HR,1.163893019666962,0.9021689564469997,1.5015446403348522,0.24289058415231313,0.15177043758288272,-0.10295346332628214,0.4064943384920476,644,596,48,0.07453416149068323,variable_level_complete_case_for_predictor,,0.34339703276706335,0.15177043758288272
survival_cox,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__before_91_180d,before_91_180d vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,644,505,HR,0.8581043437691975,0.6524443326199698,1.128591403099004,0.27367243033040994,-0.15302957410379742,-0.4270294574171175,0.12097030920952268,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.3740189881182269,0.15302957410379742
survival_cox,LeftVentricleEstimatedMassIndex,main_candidate,LeftVentricleEstimatedMassIndex__z,per 1 SD increase,continuous,continuous_per_1SD,,578,453,HR,1.0465292565054574,0.9579163516400869,1.1433393770204354,0.3136943590897222,0.04547921904009505,-0.0429948204392823,0.1339532585194724,644,578,66,0.10248447204968944,variable_level_complete_case_for_predictor,,0.4148860878283423,0.04547921904009505
survival_cox,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__before_gt_365d,before_gt_365d vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,644,505,HR,2.0017860867117534,0.4955920875198048,8.085576097484854,0.32986159067508763,0.6940398253898539,-0.7020020948110057,2.0900817455907132,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.422635163052456,0.6940398253898539
survival_cox,MI_binary,main_candidate,MI_binary__level__1,1 vs 0,categorical,categorical_dummy_vs_reference_complete_case,0,644,505,HR,1.0874632549467718,0.902852760589278,1.309821913916039,0.37705606439548156,0.0838476948551634,-0.10219579468602523,0.269891184396352,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.46846359515802255,0.0838476948551634
survival_cox,tricuspid_regurgitation_clin_grouped,main_candidate,tricuspid_regurgitation_clin_grouped__level__Mild-to-mod,Mild-to-mod vs Mild (I),categorical,categorical_dummy_vs_reference_complete_case,Mild (I),599,473,HR,1.1209261962566635,0.8461830394997729,1.4848744051844933,0.4261869359692957,0.1141553045066446,-0.16701958403131542,0.3953301930446046,644,599,45,0.06987577639751552,variable_level_complete_case_for_predictor,,0.5139313051394447,0.1141553045066446
survival_cox,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__same_day,same_day vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,644,505,HR,0.8113227850917455,0.3991130908006745,1.6492685326068843,0.5634905919570539,-0.20908929530674866,-0.9185104666618894,0.500331876048392,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.6600889791496917,0.20908929530674866
survival_cox,Diabetes mellitus_binary,main_candidate,Diabetes mellitus_binary__level__0,0 vs 1,categorical,categorical_dummy_vs_reference_complete_case,1,644,505,HR,0.9609889855124628,0.8006772127733202,1.153398417668875,0.6691324062533961,-0.0397923315629984,-0.2222973934401274,0.14271273031413062,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.7441128631745729,0.0397923315629984
survival_cox,hb-numeric result,main_candidate,hb-numeric result__z,per 1 SD increase,continuous,continuous_per_1SD,,578,450,HR,0.9810711271294287,0.8955147341711991,1.0748014742357133,0.6814477798234767,-0.019110317326022707,-0.1103566040475509,0.07213596939550548,644,578,66,0.10248447204968944,variable_level_complete_case_for_predictor,,0.7441128631745729,0.019110317326022707
survival_cox,m/f,main_candidate,m/f__level__f,f vs m,categorical,categorical_dummy_vs_reference_complete_case,m,643,505,HR,1.0392941550899923,0.860160458495577,1.2557335438243413,0.6896655805032628,0.03854178570533693,-0.15063632749238126,0.2277198989030551,644,643,1,0.0015527950310559005,variable_level_complete_case_for_predictor,,0.7441128631745729,0.03854178570533693
survival_cox,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__before_31_90d,before_31_90d vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,644,505,HR,0.9759699631208606,0.7444274363914507,1.2795301762806883,0.860266584501801,-0.02432346853354123,-0.29513989783863714,0.2464929607715547,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.9043828196044575,0.02432346853354123
survival_cox,echo_to_dialysis_timing_category,timing_sensitivity_only,echo_to_dialysis_timing_category__level__before_0_30d,before_0_30d vs before_181_365d,categorical,categorical_dummy_vs_reference_complete_case,before_181_365d,644,505,HR,0.9898022107427737,0.7724151248913561,1.2683703164526756,0.935431409058116,-0.01025014294211973,-0.2582331469372642,0.23773286105302474,644,644,0,0.0,variable_level_complete_case_for_predictor,,0.946649739080919,0.01025014294211973
survival_cox,TissueDopplerEVelosityLateral,main_candidate,TissueDopplerEVelosityLateral__z,per 1 SD increase,continuous,continuous_per_1SD,,530,414,HR,0.9964339441813224,0.8974383346921185,1.1063496696487467,0.946649739080919,-0.0035724293524915882,-0.10821086884413135,0.10106601013914816,644,530,114,0.17701863354037267,variable_level_complete_case_for_predictor,,0.946649739080919,0.0035724293524915882
