n_total_hospitalization_dataset,merge_note,survival_time_column,survival_time_unit_inferred,threshold_inference_note,six_month_threshold_used,n_missing_survival_time_after_merge,pct_missing_survival_time_after_merge,n_with_observed_survival_at_least_6m,pct_with_observed_survival_at_least_6m,n_death_before_6m,pct_death_before_6m,n_survival_time_less_than_6m_any_status,pct_survival_time_less_than_6m_any_status,hospitalizations_total_all_hosp_dataset,hospitalizations_excluded_from_6m_sensitivity,pct_hospitalizations_excluded_from_6m_sensitivity,hospitalizations_among_death_before_6m,pct_hospitalizations_among_death_before_6m,note
644,merged survival columns into hospitalization df,time_to_event_days,days,defaulted to days; verify against Stage1 data dictionary if column name is ambiguous,182.625,0,0.0,452,70.1863354037267,177,27.48447204968944,192,29.81366459627329,1177.0,136.0,11.554800339847068,127.0,10.790144435004247,6-month survivor/observed sensitivity for hospitalization burden; excluded counts are reported to judge selection impact
